0,1,2,3,4,5,6,7,8,9,10,11,filename
12,21,7,5,5,11,1,10,6,0,3,11,27839.txt
30,27,7,5,5,3,0,10,6,0,3,11,27843.txt
30,27,16,18,5,5,1,10,6,0,3,11,27846.txt
30,27,7,7,5,5,8,0,6,0,3,11,27848.txt
12,21,7,18,5,5,8,10,6,0,3,14,27849.txt
30,27,16,20,13,11,1,10,6,0,3,11,27853.txt
30,27,7,18,5,5,1,10,6,0,3,11,27855.txt
12,21,16,18,5,5,1,10,6,0,3,14,27857.txt
30,27,7,18,5,5,1,10,6,0,3,11,27859.txt
30,27,16,5,5,5,1,10,6,0,3,11,27864.txt
25,21,7,26,5,11,8,0,6,0,3,11,27865.txt
30,27,16,5,5,5,1,10,6,0,3,11,27867.txt
30,21,7,5,5,5,1,10,6,0,3,14,27868.txt
30,27,7,9,5,11,1,10,6,0,3,11,27870.txt
12,21,7,18,5,3,0,10,6,0,3,14,27872.txt
12,21,7,18,5,5,1,10,6,0,3,14,27875.txt
12,21,1,2,1,19,3,21,1,1,1,2,27879.txt
30,21,7,5,5,5,1,10,6,0,3,11,27881.txt
30,27,16,5,5,11,1,10,6,0,3,11,27883.txt
30,27,16,15,5,11,8,10,6,0,3,11,27886.txt
30,27,16,5,5,5,1,10,6,0,3,11,27887.txt
25,21,7,5,5,11,8,10,6,0,3,14,27890.txt
30,27,7,5,5,5,1,0,6,0,3,11,27891.txt
30,27,7,5,5,5,1,10,6,0,3,11,27893.txt
30,27,16,18,5,5,1,10,6,0,3,11,27896.txt
30,27,7,5,5,5,1,10,6,0,3,11,27899.txt
30,27,7,5,5,3,0,9,6,0,3,11,27901.txt
30,27,7,7,5,11,8,10,6,0,3,11,27902.txt
22,27,7,18,5,5,1,14,6,0,3,11,27904.txt
12,21,7,7,5,11,8,10,6,0,3,11,27906.txt
27,28,5,17,19,5,8,10,10,11,14,3,27910.txt
12,21,7,20,5,11,1,10,6,0,3,11,27912.txt
15,27,7,7,5,15,8,10,6,0,3,11,27914.txt
30,27,7,5,5,11,1,10,6,0,3,11,27915.txt
30,27,7,5,5,11,1,9,6,0,3,11,27917.txt
12,27,16,5,5,5,1,11,6,0,3,14,27919.txt
30,27,7,21,5,5,8,10,6,0,3,11,27923.txt
12,27,7,5,5,11,1,10,6,0,3,11,27925.txt
30,21,7,5,5,11,1,10,6,0,3,11,27927.txt
12,27,7,5,5,11,1,14,6,0,3,11,27928.txt
30,27,7,18,5,5,1,10,6,0,3,11,27932.txt
12,21,16,5,5,3,0,10,6,0,3,14,27934.txt
12,21,7,18,5,11,1,10,6,0,3,14,27936.txt
30,27,7,5,5,5,1,10,6,0,3,11,27937.txt
12,21,7,18,5,5,8,0,6,0,3,14,27938.txt
12,21,16,18,5,5,1,10,6,0,3,14,27939.txt
30,27,7,5,5,5,1,10,6,0,3,11,27942.txt
30,27,16,5,5,5,8,10,6,0,3,11,27944.txt
14,27,7,17,5,11,1,10,6,0,3,11,27946.txt
22,21,7,18,5,5,1,10,6,0,3,14,27949.txt
30,27,7,5,5,5,1,10,6,0,3,11,27950.txt
30,27,7,5,5,5,1,10,6,0,3,11,27952.txt
25,21,7,5,5,5,1,0,6,0,3,14,27954.txt
30,27,7,5,5,5,1,10,6,0,3,11,27955.txt
30,27,16,18,5,5,1,9,6,0,3,11,27957.txt
30,27,7,18,5,11,1,10,6,0,3,11,27961.txt
22,21,7,18,5,5,1,10,6,0,3,14,27963.txt
12,21,7,18,5,11,1,10,6,0,3,11,27964.txt
30,27,7,5,5,5,1,10,6,0,3,11,27967.txt
30,27,7,13,5,5,8,10,6,0,3,11,27968.txt
30,27,16,5,5,11,1,10,6,0,3,11,27974.txt
16,21,7,7,10,10,7,5,23,5,6,5,27979.txt
30,27,7,5,5,5,1,10,6,0,3,11,27981.txt
14,27,16,20,5,15,1,10,6,0,3,11,27983.txt
15,21,16,5,5,11,1,10,6,0,3,14,27988.txt
30,27,7,18,5,11,1,9,6,0,3,11,27989.txt
30,27,16,5,5,5,1,10,6,0,3,11,27991.txt
30,27,16,5,5,5,1,10,6,0,3,11,27993.txt
30,27,7,5,5,5,1,10,6,0,3,11,27996.txt
30,27,7,5,5,11,1,10,6,0,3,11,27999.txt
30,21,16,5,5,5,1,10,6,0,3,14,28003.txt
12,21,16,7,5,5,1,10,6,0,3,14,28004.txt
30,27,7,18,5,5,1,10,6,0,3,11,28006.txt
30,21,7,5,5,5,8,0,6,0,3,11,28011.txt
30,27,7,5,5,11,1,10,6,0,3,11,28012.txt
12,21,7,18,5,5,1,0,6,0,3,14,28016.txt
30,27,7,18,5,11,1,10,6,0,3,11,28020.txt
30,27,7,18,5,5,1,10,6,0,3,11,28023.txt
30,27,16,5,5,5,1,10,6,0,3,11,28024.txt
30,27,7,5,5,11,8,0,6,0,3,11,28027.txt
30,27,7,5,5,5,1,10,6,0,3,11,28028.txt
30,27,16,5,5,5,1,10,6,0,3,11,28030.txt
30,21,16,5,5,11,1,10,6,0,3,11,28032.txt
30,27,7,18,5,5,1,10,6,0,3,11,28034.txt
30,27,7,5,5,5,1,10,6,0,3,11,28039.txt
30,21,7,5,5,11,8,10,6,0,3,14,28043.txt
30,27,7,5,5,5,1,10,6,0,3,11,28045.txt
30,21,7,5,5,5,1,10,6,0,3,11,28046.txt
30,27,7,18,5,5,1,10,6,0,3,11,28048.txt
30,27,7,18,5,5,1,10,6,0,3,11,28051.txt
30,27,7,5,5,5,1,0,6,0,3,11,28054.txt
30,27,16,5,5,5,1,10,6,0,3,11,28057.txt
30,27,7,5,5,11,1,10,6,0,3,11,28058.txt
30,27,16,18,5,5,1,10,6,0,3,11,28060.txt
8,21,7,7,5,11,8,10,6,0,3,11,28063.txt
30,27,16,5,5,5,1,10,6,0,3,11,28064.txt
30,27,7,5,5,5,1,10,6,0,3,11,28065.txt
12,21,7,18,5,5,1,10,6,0,3,14,28069.txt
30,27,7,5,5,11,8,10,6,0,3,11,28070.txt
12,21,7,18,5,5,8,10,6,0,3,14,28071.txt
30,27,16,5,5,5,8,10,6,0,3,11,28076.txt
30,27,7,23,5,5,8,10,6,0,3,11,28077.txt
30,27,7,5,5,11,1,0,6,0,3,11,28079.txt
22,21,7,18,5,5,1,10,6,0,3,14,28081.txt
30,27,7,5,5,5,1,10,6,0,3,11,28083.txt
12,23,16,18,17,3,0,14,6,0,3,11,28085.txt
30,21,7,5,5,11,1,10,6,0,3,11,28087.txt
30,27,7,5,5,5,1,10,6,0,3,11,28089.txt
30,27,7,18,5,5,1,0,6,0,3,11,28093.txt
30,27,7,5,5,5,1,10,6,0,3,11,28096.txt
30,27,7,5,5,11,8,10,6,0,3,11,28098.txt
30,27,7,18,5,5,1,10,6,0,3,11,28099.txt
30,21,16,24,5,15,1,10,6,0,3,11,28101.txt
30,27,16,5,5,5,1,10,6,0,3,11,28103.txt
30,27,7,18,5,15,8,10,6,0,3,11,28106.txt
30,27,7,5,5,11,1,9,6,0,3,11,28108.txt
30,27,7,5,5,5,1,10,6,0,3,11,28110.txt
30,23,16,5,7,5,1,10,6,0,3,11,28115.txt
30,23,7,5,5,11,1,10,6,0,3,11,28117.txt
30,27,7,5,5,11,1,10,6,0,3,11,28120.txt
25,21,1,2,1,19,16,20,1,1,1,2,28121.txt
30,27,7,5,5,11,1,10,6,0,3,11,28123.txt
30,27,7,5,5,5,1,0,6,0,3,11,28125.txt
30,27,7,7,5,5,8,10,6,0,3,11,28126.txt
30,27,7,5,5,11,1,10,6,0,3,11,28128.txt
30,27,7,18,5,11,1,10,6,0,3,11,28132.txt
14,27,16,5,5,10,7,5,23,5,3,11,28133.txt
30,27,16,18,5,5,1,10,6,0,3,11,28134.txt
30,27,7,18,5,11,8,0,6,0,3,11,28139.txt
30,27,7,18,5,5,8,0,6,0,3,11,28142.txt
30,27,7,18,5,5,1,0,6,0,3,11,28144.txt
30,27,7,5,5,5,8,10,6,0,3,11,28147.txt
30,21,7,5,5,3,0,10,6,0,3,11,28150.txt
30,27,16,5,5,11,1,10,6,0,3,11,28151.txt
30,27,7,5,5,5,1,10,6,0,3,11,28154.txt
30,27,16,5,5,5,1,10,6,0,3,11,28155.txt
30,27,7,5,5,5,1,10,6,0,3,11,28158.txt
22,21,7,18,5,5,1,10,6,0,3,14,28161.txt
30,27,7,5,5,5,1,0,6,0,3,11,28162.txt
12,21,16,7,5,5,8,10,6,0,3,14,28165.txt
30,27,7,18,5,5,1,0,6,0,3,11,28166.txt
12,21,16,18,5,5,1,10,6,0,3,14,28168.txt
30,27,7,5,5,5,1,10,6,0,3,11,28169.txt
30,27,7,5,5,5,1,10,6,0,3,11,28171.txt
30,27,16,18,5,11,1,10,6,0,3,11,28175.txt
30,27,7,5,5,11,1,10,6,0,3,11,28176.txt
30,27,7,5,5,5,1,10,6,0,3,11,28179.txt
30,27,7,5,5,5,1,10,6,0,3,11,28183.txt
30,27,7,18,5,11,1,10,6,0,3,11,28186.txt
30,27,7,18,5,5,1,10,6,0,3,11,28188.txt
30,27,7,18,5,5,1,10,6,0,3,11,28193.txt
30,27,7,18,5,11,1,9,6,0,3,11,28195.txt
22,21,7,18,5,5,1,0,6,0,3,14,28197.txt
30,27,7,18,5,5,1,10,6,0,3,11,28198.txt
12,27,16,18,5,5,1,10,6,0,3,14,28202.txt
30,27,7,5,5,11,8,10,6,0,3,11,28205.txt
12,21,7,18,5,11,1,9,6,0,3,11,28206.txt
30,27,7,18,5,11,1,0,6,0,3,11,28211.txt
30,27,16,5,5,5,1,10,6,0,3,11,28213.txt
30,21,7,5,5,5,1,10,6,0,3,11,28215.txt
12,21,7,18,5,5,8,10,6,0,3,14,28217.txt
30,27,7,5,5,5,1,10,6,0,3,11,28219.txt
30,27,7,7,13,5,8,10,6,0,3,11,28221.txt
30,27,7,5,5,11,8,10,6,0,3,11,28222.txt
30,27,16,5,5,5,1,10,6,0,3,11,28226.txt
30,21,16,5,5,11,1,10,6,0,3,11,28228.txt
30,23,7,17,5,5,8,10,6,0,3,11,28230.txt
30,27,7,21,5,5,8,0,6,0,3,11,28231.txt
30,27,7,5,5,11,1,10,6,0,3,11,28233.txt
30,27,16,5,5,5,1,10,6,0,3,11,28237.txt
30,27,7,18,5,5,1,10,6,0,3,11,28240.txt
30,21,7,5,5,11,1,10,6,0,3,11,28242.txt
30,27,7,5,5,5,1,10,6,0,3,11,28246.txt
30,27,16,5,5,11,1,10,6,0,3,11,28248.txt
30,27,7,18,5,5,1,10,6,0,3,11,28254.txt
12,21,7,5,5,5,1,10,6,0,3,14,28256.txt
30,27,7,5,5,5,1,10,6,0,3,11,28257.txt
30,27,7,5,5,11,1,10,6,0,3,11,28259.txt
30,27,16,18,5,5,1,10,6,0,3,11,28261.txt
30,27,16,18,5,5,1,10,6,0,3,11,28263.txt
30,21,7,5,5,5,1,10,6,0,3,14,28265.txt
30,27,7,5,5,5,1,10,6,0,3,11,28268.txt
30,27,7,5,5,11,1,10,6,0,3,11,28272.txt
12,21,7,5,5,11,1,10,6,0,3,11,28274.txt
30,27,16,5,5,5,1,10,6,0,3,11,28277.txt
30,21,16,5,5,7,1,10,6,0,3,14,28280.txt
30,27,16,5,5,5,1,10,6,0,3,11,28283.txt
30,27,7,5,5,5,1,0,6,0,3,11,28284.txt
30,27,7,18,5,5,1,10,6,0,3,11,28286.txt
30,27,7,5,5,11,1,0,6,0,3,11,28289.txt
30,27,7,5,5,11,1,10,6,0,3,11,28292.txt
30,27,7,5,5,11,1,10,6,0,3,11,28293.txt
30,27,7,5,5,5,1,10,6,0,3,11,28296.txt
12,21,7,7,5,10,7,5,5,5,3,14,28298.txt
12,21,7,18,5,5,1,10,6,0,3,11,28302.txt
30,27,7,7,5,5,8,10,6,0,3,11,28305.txt
12,21,7,18,5,5,1,10,6,0,3,14,28307.txt
30,27,16,18,5,5,10,10,6,0,3,14,28309.txt
12,21,16,5,5,11,1,10,6,0,3,11,28311.txt
30,27,7,5,5,5,1,10,6,0,3,11,28313.txt
30,27,7,18,5,11,1,10,6,0,3,11,28314.txt
30,23,7,10,7,5,8,10,6,0,3,11,28317.txt
30,27,16,10,5,5,1,10,6,0,3,11,28319.txt
30,27,16,5,5,7,1,10,6,0,3,11,28320.txt
12,21,7,18,5,11,1,10,6,0,3,14,28322.txt
15,21,16,5,5,7,1,10,6,0,3,11,28326.txt
30,27,7,5,5,11,1,10,6,0,3,11,28327.txt
30,27,7,5,5,5,1,10,6,0,6,5,28328.txt
30,27,7,18,5,5,10,10,6,0,3,11,28331.txt
30,27,16,18,5,5,1,10,6,0,3,11,28332.txt
12,27,7,18,5,11,1,10,6,0,3,11,28336.txt
30,27,7,5,5,11,1,10,6,0,3,11,28338.txt
30,27,16,16,5,11,8,10,6,0,3,11,28340.txt
30,27,7,5,5,11,1,9,6,0,3,11,28343.txt
30,27,7,5,5,5,1,0,6,0,3,11,28344.txt
30,27,7,18,5,11,1,10,6,0,3,11,28347.txt
30,21,7,5,5,5,1,10,6,0,3,11,28350.txt
30,27,16,5,5,5,1,10,6,0,3,11,28353.txt
12,27,16,18,5,11,1,10,6,0,3,14,28354.txt
25,23,16,5,7,5,10,11,6,0,3,11,28358.txt
30,27,7,5,5,11,1,10,6,0,3,11,28359.txt
30,27,16,5,5,5,1,10,6,0,3,11,28361.txt
30,27,7,5,5,5,8,10,6,0,3,11,28363.txt
30,27,7,5,5,5,1,10,6,0,3,11,28365.txt
30,27,7,5,5,5,8,9,6,0,3,11,28367.txt
30,27,16,5,5,11,1,10,6,0,3,11,28371.txt
30,27,7,5,5,11,1,10,6,0,3,11,28372.txt
30,27,7,5,5,5,1,10,6,0,3,11,28375.txt
25,27,7,5,5,5,8,0,6,0,3,11,28378.txt
15,27,7,5,5,5,1,10,6,0,3,11,28381.txt
30,27,7,18,5,5,8,10,6,0,3,11,28383.txt
30,27,7,5,5,11,1,10,6,0,3,11,28386.txt
30,27,7,5,5,11,1,10,6,0,3,11,28387.txt
30,27,7,17,5,5,1,9,6,0,3,11,28389.txt
30,23,16,18,7,5,1,10,6,0,3,11,28391.txt
12,21,16,18,5,5,1,10,6,0,3,11,28394.txt
30,23,7,5,19,12,1,10,8,8,10,11,28395.txt
30,23,7,5,5,5,1,10,6,0,3,11,28397.txt
30,27,7,5,5,3,0,10,6,0,3,11,28398.txt
30,27,7,27,5,5,8,10,6,0,3,11,28400.txt
30,27,16,18,5,5,1,10,6,0,3,11,28402.txt
30,27,7,5,5,5,1,10,6,0,3,11,28403.txt
25,21,7,5,5,11,1,10,6,0,3,11,28406.txt
30,27,7,5,5,11,1,10,6,0,3,11,28409.txt
30,27,7,18,5,5,1,10,6,0,3,11,28411.txt
30,27,7,18,5,5,1,10,6,0,3,11,28413.txt
12,21,7,18,5,11,1,10,6,0,3,11,28417.txt
30,27,16,27,5,11,8,10,6,0,3,11,28418.txt
30,27,7,5,5,5,1,10,6,0,3,11,28421.txt
30,27,7,18,5,5,1,10,6,0,3,11,28423.txt
30,27,16,21,5,5,1,10,6,0,3,11,28427.txt
30,27,7,18,5,5,1,10,6,0,3,11,28428.txt
30,27,16,5,5,5,1,10,6,0,3,11,28430.txt
30,27,7,5,5,5,1,10,6,0,3,11,28432.txt
30,27,7,18,5,5,8,10,6,0,3,11,28435.txt
15,27,16,5,5,5,1,10,6,0,3,11,28437.txt
30,27,7,18,5,5,1,10,6,0,3,11,28438.txt
12,27,7,18,5,17,7,5,5,5,3,11,28440.txt
30,27,7,5,5,5,1,10,6,0,3,11,28442.txt
12,21,7,18,5,5,1,10,6,0,3,14,28444.txt
30,27,7,18,5,5,8,0,6,0,3,11,28450.txt
30,27,7,18,5,5,1,10,6,0,3,11,28453.txt
30,27,7,18,5,5,1,10,6,0,3,11,28454.txt
12,12,4,4,29,5,10,14,6,0,4,4,28455.txt
30,27,7,18,5,5,1,10,6,0,3,11,28458.txt
30,27,7,5,5,5,1,10,6,0,3,11,28459.txt
25,21,7,5,5,5,8,10,6,0,3,14,28463.txt
12,27,16,18,5,11,1,10,6,0,3,11,28465.txt
30,27,7,5,5,5,1,10,6,0,3,11,28467.txt
30,27,7,5,5,5,8,10,6,0,3,11,28469.txt
30,27,16,5,5,5,1,10,6,0,3,11,28472.txt
27,24,7,15,7,5,8,10,6,0,3,16,28474.txt
27,30,16,5,7,5,1,10,6,0,3,16,28478.txt
14,24,7,5,7,5,1,0,6,0,3,16,28481.txt
22,24,7,5,7,5,1,10,6,9,3,16,28483.txt
27,25,16,5,5,11,1,10,6,0,3,16,28484.txt
27,30,7,5,7,11,8,0,6,0,12,16,28486.txt
30,30,7,18,5,5,1,10,6,0,3,16,28489.txt
27,28,5,7,7,5,1,10,6,0,3,15,28490.txt
28,23,7,5,5,5,1,10,6,0,3,10,28492.txt
27,25,16,20,10,15,8,10,6,0,3,10,28494.txt
30,27,7,5,5,11,8,10,6,0,3,11,28497.txt
30,23,16,18,5,11,1,14,6,0,3,14,28500.txt
27,25,16,5,5,5,1,10,6,0,3,10,28502.txt
30,23,7,5,5,5,8,10,6,0,3,11,28505.txt
14,21,7,5,5,5,1,11,6,0,3,14,28506.txt
27,25,7,18,5,5,1,0,6,0,3,10,28507.txt
30,23,16,17,5,5,1,10,6,0,3,11,28510.txt
27,25,7,5,5,5,1,10,6,0,3,10,28511.txt
27,25,7,5,5,5,1,0,6,0,3,10,28515.txt
27,30,7,5,7,5,1,11,6,0,3,16,28516.txt
27,25,7,18,5,5,1,10,6,0,3,10,28518.txt
27,30,21,5,5,5,1,10,6,0,3,13,28521.txt
30,22,7,5,5,5,1,10,6,0,3,10,28523.txt
27,25,7,5,5,5,1,10,6,0,3,10,28524.txt
27,25,21,7,13,11,8,11,6,0,3,10,28528.txt
30,25,7,5,5,11,1,10,6,0,3,16,28529.txt
27,25,16,5,5,11,1,10,6,0,3,10,28531.txt
27,30,16,15,7,11,1,10,6,0,15,16,28533.txt
22,27,16,18,5,11,8,10,6,0,3,14,28534.txt
12,23,16,18,5,5,1,10,6,0,3,14,28536.txt
25,27,7,5,5,11,1,10,6,0,3,11,28539.txt
27,25,21,5,5,5,1,10,6,0,3,10,28541.txt
27,25,16,7,5,5,1,10,6,0,3,10,28543.txt
30,23,16,18,5,11,1,10,6,0,3,11,28546.txt
12,11,22,8,15,14,9,6,13,6,7,3,28548.txt
27,25,16,5,5,5,1,10,6,0,3,10,28550.txt
27,25,16,5,5,5,1,10,6,0,3,10,28553.txt
30,25,16,5,5,5,1,10,6,0,3,11,28554.txt
27,16,5,5,19,5,1,10,16,12,3,3,28556.txt
27,30,7,5,5,5,1,10,6,0,3,16,28557.txt
30,25,7,5,5,5,8,10,6,0,3,10,28561.txt
30,23,16,5,5,5,1,10,6,0,3,11,28562.txt
27,30,7,5,7,11,1,11,6,0,3,16,28563.txt
14,22,16,5,5,5,1,10,6,0,3,14,28565.txt
27,25,7,5,5,5,1,10,6,0,3,10,28568.txt
27,28,5,5,7,5,1,0,6,0,3,15,28570.txt
27,26,17,5,7,5,1,8,0,6,3,3,28572.txt
30,27,16,18,5,5,8,10,6,0,3,11,28574.txt
27,25,16,9,5,5,8,10,6,0,3,11,28575.txt
27,25,7,5,5,5,1,0,6,0,3,10,28578.txt
27,28,5,5,19,11,1,0,8,23,7,17,28579.txt
30,23,16,5,5,3,0,10,6,0,3,14,28581.txt
1,2,16,5,7,5,1,10,6,11,3,13,28584.txt
27,30,16,5,5,5,1,10,6,0,3,16,28587.txt
27,28,7,5,8,5,1,10,6,0,3,12,28588.txt
27,28,7,5,5,5,1,10,6,0,3,12,28591.txt
27,28,7,5,5,3,0,10,6,0,3,12,28593.txt
12,28,10,18,19,11,1,10,8,12,7,12,28595.txt
27,25,7,18,5,5,1,10,6,0,3,10,28596.txt
27,25,7,5,5,5,1,10,6,0,3,12,28598.txt
27,29,5,5,7,5,1,0,16,0,3,15,28601.txt
27,24,8,5,7,5,1,10,6,0,3,16,28603.txt
16,23,7,5,5,17,7,5,5,5,3,11,28605.txt
27,30,14,5,5,11,1,10,6,0,3,13,28606.txt
30,23,7,5,5,11,1,10,6,0,3,10,28608.txt
27,28,7,5,7,5,1,10,6,0,3,12,28610.txt
27,28,7,5,7,5,1,0,6,11,15,13,28613.txt
12,28,5,18,16,11,1,10,10,11,3,17,28615.txt
14,30,16,5,5,3,0,5,23,5,3,16,28616.txt
27,28,7,5,7,11,1,10,6,0,3,12,28619.txt
30,25,7,5,5,11,8,10,6,0,11,11,28621.txt
30,25,7,5,5,11,8,0,6,0,3,10,28623.txt
22,26,5,5,7,5,1,8,0,6,3,3,28625.txt
27,24,5,18,7,5,1,0,6,11,11,16,28626.txt
27,28,7,5,5,11,1,10,6,0,3,12,28628.txt
27,25,7,7,5,11,8,10,6,0,3,10,28632.txt
14,23,16,5,5,5,1,14,6,0,3,14,28633.txt
22,23,16,18,5,5,1,14,6,0,3,14,28635.txt
27,25,7,5,7,5,1,10,6,0,3,10,28639.txt
27,25,7,5,5,5,1,10,6,0,3,10,28642.txt
30,25,7,5,5,11,1,10,6,0,3,10,28645.txt
30,27,7,20,10,15,8,0,6,0,29,14,28646.txt
30,25,7,5,5,5,1,10,6,0,3,10,28648.txt
30,25,7,5,5,5,1,10,6,0,3,11,28650.txt
30,25,16,7,7,15,8,10,6,0,3,11,28654.txt
27,25,7,5,5,11,1,10,6,0,3,10,28656.txt
30,25,7,5,5,5,1,0,6,0,3,11,28658.txt
22,29,7,18,7,5,1,10,16,0,3,12,28662.txt
27,25,16,5,7,11,1,10,6,0,3,16,28667.txt
27,24,5,5,7,5,1,10,6,0,11,17,28668.txt
30,23,7,20,10,15,8,10,6,0,12,14,28671.txt
30,23,16,5,5,10,7,5,5,5,3,14,28672.txt
19,17,5,18,19,12,1,0,8,13,7,3,28675.txt
27,28,5,5,7,11,1,14,6,0,3,17,28678.txt
27,28,10,5,7,5,1,10,6,0,3,12,28680.txt
27,28,8,5,7,11,1,10,6,0,3,12,28682.txt
27,30,16,5,7,5,1,10,6,0,3,19,28683.txt
27,30,15,5,7,5,1,14,6,9,3,13,28685.txt
30,23,7,17,5,11,8,10,6,0,3,11,28686.txt
27,25,16,5,5,5,1,10,6,0,15,10,28689.txt
20,28,5,18,7,5,1,10,6,11,11,17,28694.txt
12,23,16,18,5,10,7,5,23,5,3,14,28700.txt
27,28,7,5,7,5,1,10,6,17,3,12,28702.txt
30,23,16,5,5,5,1,10,6,0,3,11,28708.txt
27,28,5,5,7,5,1,0,6,11,3,17,28711.txt
27,30,16,5,7,5,8,10,6,0,3,16,28713.txt
27,24,7,18,7,5,1,10,6,0,3,16,28715.txt
30,18,7,20,5,5,8,0,6,25,14,28,28719.txt
12,21,16,18,5,5,1,10,6,0,3,14,28721.txt
30,25,16,5,5,5,1,10,6,0,3,11,28723.txt
27,28,8,18,7,11,1,10,6,0,3,12,28725.txt
27,25,16,7,10,5,8,10,6,0,3,10,28727.txt
12,27,7,5,5,5,1,10,6,0,3,14,28729.txt
14,23,16,7,12,11,1,10,6,0,3,11,28737.txt
22,28,5,20,16,5,1,10,6,11,3,17,28738.txt
30,25,16,5,5,5,1,10,6,0,3,10,28742.txt
27,25,7,5,5,5,1,10,6,0,3,16,28745.txt
27,28,5,17,19,5,8,10,10,11,14,3,28746.txt
30,23,16,5,5,11,1,10,6,0,3,11,28748.txt
22,21,16,5,5,5,1,11,6,0,3,14,28750.txt
22,28,8,18,19,11,1,10,9,12,15,13,28751.txt
27,30,16,9,7,5,8,10,6,0,12,13,28756.txt
30,27,16,5,5,11,1,10,6,0,3,14,28757.txt
27,25,7,5,5,5,1,0,6,0,3,13,28759.txt
30,25,7,5,19,3,0,10,8,8,10,11,28765.txt
27,30,16,5,7,5,1,11,6,0,3,16,28767.txt
30,23,16,7,5,5,8,10,6,0,3,11,28769.txt
30,23,7,17,5,5,8,10,6,0,3,14,28773.txt
27,30,16,5,19,11,1,10,8,12,7,16,28776.txt
27,30,7,5,7,11,1,10,6,0,13,16,28777.txt
27,24,16,5,19,5,8,10,8,12,7,16,28780.txt
14,25,7,18,5,11,1,10,6,0,3,10,28781.txt
27,30,7,18,5,11,1,0,6,0,3,16,28783.txt
30,23,16,5,7,5,1,10,6,0,3,11,28786.txt
27,30,10,5,7,11,1,10,6,0,3,12,28789.txt
30,25,16,5,5,5,1,10,6,0,3,10,28790.txt
30,25,7,5,5,5,1,0,6,0,3,11,28794.txt
27,28,7,5,7,5,1,10,6,0,3,12,28797.txt
30,30,7,17,7,5,8,10,6,17,13,16,28801.txt
27,28,10,5,7,11,1,10,6,17,3,12,28804.txt
27,30,7,5,7,5,1,10,6,0,3,16,28806.txt
30,22,16,5,21,3,0,10,10,11,3,11,28810.txt
25,30,21,5,7,5,1,11,6,0,3,13,28811.txt
27,28,7,5,5,5,1,0,6,0,3,12,28816.txt
30,25,16,18,5,5,1,10,6,0,3,11,28817.txt
27,25,16,5,5,5,1,10,6,0,3,10,28820.txt
30,22,16,5,19,11,1,10,8,8,10,11,28821.txt
27,28,5,5,19,11,1,10,10,12,3,17,28825.txt
30,25,16,5,5,5,1,10,6,0,3,10,28827.txt
27,24,5,5,7,5,8,10,6,0,8,16,28832.txt
27,28,8,5,7,5,1,10,6,0,3,13,28833.txt
30,27,16,18,5,5,10,10,6,0,3,14,28835.txt
27,25,7,5,5,5,8,0,6,0,3,16,28837.txt
30,25,16,10,5,11,8,10,6,0,3,11,28841.txt
30,25,7,5,5,5,1,10,6,0,3,10,28843.txt
27,28,21,5,7,5,1,10,6,11,3,12,28846.txt
27,28,5,7,19,11,8,10,9,12,7,17,28848.txt
25,23,16,5,7,5,10,11,6,0,3,11,28851.txt
30,25,7,5,5,11,1,0,6,0,14,11,28852.txt
27,25,16,5,7,5,1,10,6,0,3,10,28856.txt
30,22,7,5,5,17,7,5,5,5,3,14,28860.txt
27,24,8,5,7,5,8,10,6,0,3,16,28861.txt
27,28,10,5,8,5,11,10,6,0,3,12,28864.txt
30,30,7,5,7,5,1,0,6,0,15,16,28866.txt
27,25,16,5,5,11,1,10,6,0,3,10,28871.txt
14,25,16,18,5,5,1,10,6,0,3,10,28875.txt
27,28,8,9,7,11,8,10,6,11,3,12,28878.txt
30,25,16,5,5,5,1,10,6,0,3,10,28880.txt
30,25,16,5,5,5,1,10,6,0,3,10,28884.txt
27,30,16,5,7,5,1,10,6,0,3,13,28886.txt
27,30,7,5,7,5,1,0,6,0,11,19,28889.txt
30,25,16,5,5,5,1,10,6,0,3,10,28894.txt
27,28,7,5,7,5,1,0,6,0,3,12,28896.txt
27,25,16,5,5,5,1,10,6,0,3,11,28897.txt
12,24,7,18,16,5,1,10,6,11,3,13,28903.txt
30,25,7,5,5,11,1,0,6,0,3,11,28906.txt
27,25,16,7,7,5,8,10,6,0,3,10,28907.txt
30,23,16,5,5,3,0,10,6,0,3,11,28910.txt
27,30,7,5,7,5,1,10,6,0,3,16,28911.txt
27,25,16,5,5,5,1,10,6,0,3,16,28918.txt
27,25,16,5,5,5,1,10,6,0,3,10,28921.txt
30,23,16,5,5,5,1,10,6,0,3,11,28924.txt
30,23,16,18,5,11,8,10,6,0,3,14,28926.txt
27,30,7,5,19,12,1,10,8,12,7,16,28928.txt
30,22,7,5,5,5,8,10,6,0,3,10,28930.txt
27,28,5,5,16,5,1,10,10,11,13,17,28934.txt
27,24,5,5,7,5,1,10,6,11,11,17,28936.txt
30,22,16,5,5,5,1,10,6,0,3,11,28938.txt
16,12,4,4,29,10,7,5,25,5,6,4,28939.txt
27,24,16,5,7,5,1,10,6,0,3,16,28941.txt
30,23,16,16,5,5,8,10,6,0,3,11,28944.txt
1,2,7,5,5,11,1,10,6,0,3,10,28945.txt
27,24,5,5,16,5,1,10,10,11,11,16,28947.txt
27,28,8,5,7,5,1,10,6,0,3,12,28950.txt
